id,title,overview,genres,cast,director,keywords,vote_average,popularity
1551,Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.","Drama,Horror,Science Fiction,Thriller","Kiefer Sutherland,Julia Roberts,Kevin Bacon,William Baldwin,Oliver Platt",Joel Schumacher,"life and death,afterlife,swing,memory,medical student",6.0,0.51308
13995,Captain America,"During World War II, a brave, patriotic American Soldier undergoes experiments to become a new supersoldier, ""Captain America."" Racing to Germany to sabotage the rockets of Nazi baddie ""Red Skull"", Captain America winds up frozen until the 1990s. He reawakens to find that the Red Skull has changed identities and is now planning to kidnap the President of the United States.","War,Action,Science Fiction","Matt Salinger,Ronny Cox,Scott Paulin,Ned Beatty,Darren McGavin",Albert Pyun,"captain,wretch,comic book,marvel comic,superhero",4.7,0.512053
10169,Men at Work,"Two of garbage men find the body of a city councilman in a trash can on their route. With help from a supervisor, the duo must solve the case and find the man's killer while hiding the body from the cops.","Comedy,Crime","Charlie Sheen,Emilio Estevez,Leslie Hope,Keith David,Dean Cameron",Emilio Estevez,"vietnam veteran,pellet gun,reference to oprah winfrey,brat pack,phrenology",5.8,0.510786
11856,Air America,"Air America was the CIA's private airline operating in Laos during the Vietnam War, running anything and everything from soldiers to foodstuffs for local villagers. After losing his pilot's license, Billy Covington is recruited into it, and ends up in the middle of a bunch of lunatic pilots, gun-running by his friend Gene Ryack, and opium smuggling by his own superiors.","Action,Adventure,Comedy,Drama","Mel Gibson,Robert Downey Jr.,Nancy Travis,Ken Jenkins,David Marshall Grant",Roger Spottiswoode,"cia,refugee camp,pilot,drug smuggle,airplane",5.1,0.501826
2291,Jacob's Ladder,A traumatized Vietnam war veteran finds out that his post-war life isn't what he believes it to be when he's attacked by horned creatures in the subway and his dead son comes to visit him...,"Drama,Mystery,Horror","Tim Robbins,Elizabeth PeÃ±a,Danny Aiello,Matt Craven,Pruitt Taylor Vince",Adrian Lyne,"postal worker,figment of imagination,stabbed in the forehead,oneiric",6.8,0.499506
1662,State of Grace,"Terry Noonan returns home to New York's Hells Kitchen after a ten year absence. He soon hooks up with childhood pal Jackie who is involved in the Irish mob run by his brother Frankie. Terry also rekindles an old flame with Jackie's sister Kathleen. Soon, however, Terry is torn between his loyalty to his friends and his loyalties to others.","Drama,Action,Thriller,Crime","Sean Penn,Gary Oldman,Ed Harris,Robin Wright,John Turturro",Phil Joanou,"new york,undercover agent,irish mob",6.1,0.498356
9768,Cry-Baby,A prim and proper schoolgirl goes against her mother's wishes when she dates a motorcycle-riding juvenile delinquent.,"Music,Comedy","Johnny Depp,Amy Locane,Polly Bergen,Susan Tyrrell,Traci Lords",John Waters,"prison,rock and roll,jealousy,stage,arrest",6.4,0.480169
41823,Mo' Better Blues,"Opens with Bleek as a child learning to play the trumpet, his friends want him to come out and play but mother insists he finish his lessons. Bleek grows into adulthood and forms his own band - The Bleek Gilliam Quartet. The story of Bleek's and Shadow's friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet.","Drama,Romance","Denzel Washington,Spike Lee,Wesley Snipes,Giancarlo Esposito,John Turturro",Spike Lee,musical,6.0,0.465917
19384,Dark Angel,"Jack Caine is a Houston vice cop who's forgotten the rule book. His self-appointed mission is to stop the drugs trade and the number one supplier Victor Manning. Whilst involved in an undercover operation to entrap Victor Manning, his partner gets killed, and a sinister newcomer enters the scene...","Action,Thriller,Science Fiction,Crime,Horror","Dolph Lundgren,Brian Benben,Betsy Brantley,Matthias Hues,Jay Bilas",Craig R. Baxley,"evidence,overdose,heroin,cop,alien",5.4,0.459932
8428,Pump up the Volume,"Mark is an intelligent but shy teenager who has just moved to Arizona from the East Coast. His parents give him a short-wave radio so he can talk to his pals, but instead he sets up shop as pirate deejay Hard Harry, who becomes a hero to his peers while inspiring the wrath of the local high school principal.","Music,Drama","Christian Slater,Annie Ross,Scott Paulin,Mimi Kennedy,Andy Romano",Allan Moyle,"suicide,authority,hero,arizona,radio",6.8,0.45719
9086,Young Guns II,"Only three of the original five ""young guns"" -- Billy the Kid (Emilio Estevez), Jose Chavez y Chavez (Lou Diamond Phillips), and Doc Scurlock (Kiefer Sutherland) -- return in Young Guns, Part 2, which is the story of Billy the Kid and his race to safety in Old Mexico while being trailed by a group of government agents led by Pat Garrett","Western,Adventure","Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,Christian Slater,William Petersen",Geoff Murphy,"prison,mexico,sheriff,billy the kid",6.1,0.457183
1727,Bird on a Wire,"A FBI informant has kept his new identity secret for 15 years, now an old flame has recognised him and the bad guys are back for revenge.","Action,Adventure,Comedy,Romance","Mel Gibson,Goldie Hawn,Joan Severance,David Carradine,Stephen Tobolowsky",John Badham,"poison,drugs and addiction",5.6,0.447245
8592,Dick Tracy,"The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob,","Adventure,Action,Comedy,Thriller,Crime","Warren Beatty,Al Pacino,Madonna,Charlie Korsmo,Glenne Headly",Warren Beatty,"corruption,crime fighter,gangster boss,investigation,based on comic strip",5.7,0.438396
9556,Darkman,"Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love.","Action,Science Fiction,Crime","Liam Neeson,Frances McDormand,Colin Friels,Larry Drake,Nelson Mashita",Sam Raimi,"experiment,lover (female),burn,mask,gangster boss",6.0,0.429512
8217,Alice,"Alice Tate, mother of two, with a marriage of 16 years, finds herself falling for the handsome sax player, Joe. Stricken with a backache, she consults Dr. Yang, an oriental herbalist who realizes that her problems are not related to her back, but in her mind and heart. Dr. Yang's magical herbs give Alice wondrous powers, taking her out of well-established rut.","Comedy,Drama,Romance","Mia Farrow,William Hurt,Joe Mantegna,Alec Baldwin,Blythe Danner",Woody Allen,"new york,wife husband relationship,chinatown,miracle,saxophonist",5.9,0.420512
19185,Night of the Living Dead,"In this remake of the original classic film, a group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food.",Horror,"Patricia Tallman,Tony Todd,Tom Towles,McKee Anderson,Bill Moseley",Tom Savini,"remake,attack,zombies,chainsaw",6.7,0.42047
18129,The Grifters,"A young short-con grifter suffers both injury and the displeasure of reuniting with his criminal mother, all the while dating an unpredictable young lady.","Crime,Drama","Anjelica Huston,John Cusack,Annette Bening,Jan Munroe,Stephen Tobolowsky",Stephen Frears,"con man,train ride,suspense,con artist,horse track",6.5,0.419438
9491,Blue Steel,A female rookie in the police force engages in a cat and mouse game with a pistol wielding psychopath who becomes obsessed with her.,Thriller,"Jamie Lee Curtis,Ron Silver,Clancy Brown,Louise Fletcher,Philip Bosco",Kathryn Bigelow,"fight,wrong accusal,lover,weapon,psychopath",5.4,0.411888
10164,Cadillac Man,"Joe's a car salesman with a problem. He has two days to sell 12 cars or he loses his job. This would be a difficult task at the best of times but Joe has to contend with his girlfriends (he's two timing), a missing teenage daughter and an ex-wife. What more could go wrong ?.. a lot, enter a crazy jealous husband with a machine gun...","Comedy,Drama","Robin Williams,Tim Robbins,Pamela Reed,Fran Drescher,Zack Norman",Roger Donaldson,"jealousy,car dealer,ladykiller,success,hostage-taking",4.0,0.411259
9586,The Bonfire of the Vanities,"After his mistress runs over a young teen, a Wall Street hotshot sees his life unravel in the spotlight, and attracting the interest of a down and out reporter.","Comedy,Drama","Tom Hanks,Bruce Willis,Melanie Griffith,Kim Cattrall,Saul Rubinek",Brian De Palma,"black people,journalist,success,bad luck,broker",4.8,0.409621
10173,Marked for Death,"Just retired from the Drug Enforcement Agency, John Hatcher (Seagal) returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. Determined to drive the dealers out , Hatcher crosses pathes with a ferocious Jamaican druglord who vowes that Hatcher and his family are now marked for death.","Action,Thriller","Steven Seagal,Basil Wallace,Keith David,Tom Wright,Joanna Pacula",Dwight H. Little,"voodoo,cop,murder,family",6.0,0.403249
18971,Rosencrantz & Guildenstern Are Dead,"Two minor characters from the play, ""Hamlet"" stumble around unaware of their scripted lives and unable to deviate from them.","Comedy,Drama","Gary Oldman,Tim Roth,Richard Dreyfuss,Livio Badurina,Tomislav Maretic",Tom Stoppard,"shakespeare adaptation,fate,existentialism",6.7,0.400886
951,Kindergarten Cop,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match â€¦ in more ways than one.",Comedy,"Arnold Schwarzenegger,Penelope Ann Miller,Pamela Reed,Linda Hunt,Richard Tyson",Ivan Reitman,"crime fighter,cook,drug dealer,dying and death,kindergarden",5.7,0.386018
16384,My Blue Heaven,"FBI agent Barney Coopersmith is assigned to protect former Mafia figure turned informant Vincent Antonelli. In the witness protection program one is supposed to keep a low profile, but that is something that Antonelli has trouble doing. Coopersmith certainly has his hands full keeping Antonelli away from the Mafia hitmen who want to stop him testifying, not to mention the nightclubs...","Action,Comedy","Steve Martin,Rick Moranis,Joan Cusack,Melanie Mayron,Bill Irwin",Herbert Ross,"gangster,fbi agent",6.4,0.374074
10168,The Freshman,"Clark Kellogg is a young man starting his first year at film school in New York City. After a small time crook steals all his belongings, Clark meets Carmine ""Jimmy the Toucan"" Sabatini, an ""importer"" bearing a startling resemblance to a certain cinematic godfather. When Sabatini makes Clark an offer he can't refuse, he finds himself caught up in a caper involving endangered species and fine dining.","Comedy,Crime","Marlon Brando,Matthew Broderick,Bruno Kirby,Penelope Ann Miller,Frank Whaley",Andrew Bergman,"affection,spoof,dinner,godfather,importer",6.7,0.372665
9558,King of New York,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,"Thriller,Crime","Christopher Walken,David Caruso,Laurence Fishburne,Victor Argo,Wesley Snipes",Abel Ferrara,"male nudity,religious statue,aspirin,street walker,police vigilantism",6.2,0.592379
19158,Graveyard Shift,"John Hall is a drifter who wanders into a small town in Maine. He needs a job and decides to seek employment at the community's top business: a large textile mill. He is hired to work the ""graveyard shift"" -- from around midnight to dawn -- and, along with a few others, he is charged with cleaning out the basement. This task strikes the workers as simple enough, but then, as they proceed deeper underground, they encounter an unspeakable monstrosity intent on devouring them all.","Drama,Horror","David Andrews,Kelly Wolf,Stephen Macht,Robert Alan Beuth,Andrew Divoff",Ralph S. Singleton,man eaten by monster,4.7,0.369847
